,author,content,title
138,,"

د هرات د لري شوي والي اسماعيل خان ملاتړو نن د هرات په ښار کښي د ملګرو ملتونوپه دفترونو حمله وکړه او د حامد کرزې له خوا د اسماعيل خان د لري کولو په ضد يې مظاهره وکړه. خبريالان وايې چې څو سوه کسانو په هرات کښي د ملګرو ملتونود مهاجرو د دفتر او افغانستان ته د ملګرو ملتونو د مرستي دماموريت ودانيو ته اور ورواچاوه. مظاهره کونکو د ښاغلي حامد کرزې اوپه افغانستان کښي د امريکايې ځواکونو د موجوديت په ضد شعارونه ورکول. خبر واي اسماعيل خان يو غښتلې جګړه مار دي چې خپله شخصي مليشه لري. 
تيره شپه يوي  ډلي قهرجنوکسانو په هرات کښي په هغه دوه و امريکايي عسکرو د ډبرو ګوزارونه وکړل چي د ګزمي موټر يې په ښار کښي خراب شوي وو. خودافغانستان د ملي پوځ عسکرو دغه دوه تنه امريکايان په امن کښي له ښاره وويستل. نن ماښام خبر ورکړه شو چي په هرات کي د ملګرو ملتونو له دفترونو څخه د چور او تالان لړۍ پيل شوې وه ، او په لسګونو کسان ليدل شوي دي چي د ملګرو ملتونو له دفترونو نه يي بېلابېل توکي لکه تلويزيونونه ، کمپيوټرونه ، او نور زيات شمير مواد  په لاسونو کي ځغلول .  ",په هرات کي د ملګرو ملتونو دفترونه چور شوي دي 
139,,"
",
140,,"
",
141,,"
",
142,,"
",
143,,"
",
144,,"
",
145,,"
",
146,,"
",
147,,"
",
148,,"
",
149,,"
",
150,,"
",
151,,"
",
152,,"
",
153,,"
",
154,,"
",
155,,"
",
156,,"
",
157,,"
",
158,,"
",
159,,"
",
160,,"
",
161,,"
",
162,,"
",
163,,"
",
164,,"
",
165,,"
",
166,,"
",
167,,"
",
168,,"
",
169,,"
",
170,,"
",
171,,"
په افغانستان کښي د راروانو ټولټاکنو په ترڅ کښي د اچول کيدونکو رايو د شمير په موخه د انتخاباتو ګډ دفترد ټول هيواد په کچه ٨ مرکزونه په ګوته کړي دي. دا به د باميان، کندز، مزارشريف، هرات، کندهار ، جلال اباد، ګرديز او کابل په ښارونوکښي وي. د پلان له مخي به د راي اچونې دپنځه ويشت  زره څانګوصندوقونه د راي شميرني لپاره همدغو مرکزونو ته ليږدول کيږي. د انتخاباتو د ګډ دفتردچارواکو په وينا د ټولو کانديدانو، سياسي ګوندونواو مطبوعاتواستازو ته به په دغو مرکزونو کښي د راي شميرني د بهير د څارنې په تړاو ټولي اسانتياوي برابري وي. دا هم ويل شوي دي چې په ايران او پاکستان کښي د ميشتو کډوالو راي به د شمير لپاره کابل ته راوړل کيږي. اټکل دي چې د رايو بشپړ شمير به يوه اونۍ وخت واخلي خو بيړنۍ پايلي به يې په ورځ کښي څوځلي په کابل کښي د انتخاباتود ګډ دفتر له لوري دمطبوعاتو په واک کښي ورکول کيږي. 
 
 
 
  ",په افغانستان کښي د ټولټاکنواته مرکزونه  په ګوته شوي دي
172,,"
    

وړمه ورځ دزابل ولايت دارغنداب ولسوالۍ په مربوطاتو کې طالبانو دوه تنه عامه وګړي  په دې تور چې ګواکي نوموړو کسانو دراتلونکوټولټاکنو لپاره تبليغات کول وژلي دي.
په زابل کې دملي امنيت مشر جلات خان په دې اړه ويلي دي :"" دادوه نفره چې يويې قومي مشر وه دوى خلک دې ته تشويقول چې په راتلونکو ټولټاکنو کې برخه واخلي او خپل اخيستي کاټونه استعمال کړي. دطالبانو له خوا وژل شوي دي .""
دجلات خان په وينا په سيمه کې پلټنه روانه ده خو نر امهاله پورې په دې تور  څوک نه دي نيول شوي 
 
 
  ",طالبانو په زابل کي دوه عام وګړي وژلي دي 
173,,"
دوړمې ورځې په هغه جګړه چې داوه٧ طالب سرتيرو دوژل کېدو خبرونه  راغلل خو نن په کندهار کې دولتي چارواکوداشمېره ٢١ وبلله . 
 په کندهار کې دامنيت اميرمحمد سالم احساس    وويل:""داجګړه هغه مهال رامنځ ته شوه چې اردو ځواکونو خبرتر لاسه کړى وه چې دکندهار ولايت دمعروف ولسوالۍد( ولي ) په کلي کې طالبان راټول شوي دي ،چې دملي اردو کسانو هغه کلي محاصره کړ ،او وروسته يې طالبانوته   له کلي څخه دوتلو لاره ورکړې وه  کله چې طالبان له کلي نه بهر شول ،ايتلافي ځواکونويې پردې  ډله له پاسه بمباري پيل کړ  .""
دسالم احساس په وينا :""دابمباري  چې پر ٢١ دوږي مازيګر مهال رامنځ ته شوه ٢١کسه طالب سرتيري وژل شودي  ،او دمړو جسدونه لا تر دا  مهاله پورې دجګړې پر ميدان پراته دي .""
سالم احساس له خپلو تلفاتو څخه انکار وکړ دده په وينا په دې جګړه کې کومه مرګ ژوبله نه ده وراوښتې دى زياته وي :""ځکه نشته چې مخامخ جګړه نه ده شوې هلته بمبار روان وه په دې خاطر زموږ نفروته تاوان نه ده رسېدلى.""
خو له دې سره سره طالبانو دشمېره ناسمه بللې ده اودوى اعاکوي چې په دې جګړه کې ١٠ نفره وژل شوي دي اودولتي ،انتلافي ځواکونو ته ددرنوتلفاتو دوراوښتي زيان دعوه کوي .
له انتلافي ځواکونو سره په يوه ولايت کندهار کې٢٢کسه طالبان وژل کېدل  په داسي مهال کې رامنځ ته کيږي چې ورځ وړاند په کابل کې دايتلافي ځواکونو وياند له طالبانو سره دجوړجاړي دخبرو خبردارى ورکوي . ",دولتي چارواکي د ٢١ تنو طالبانو د وژلو ادعا کوي
174,,"
تيره ورځ يوکس دبولدک ولسوالۍ دلکڼو په سيمه کې  دګزمې موټرو ته ريموټ کنټرول ماين ايښوده چې پخپله يې سر په کې وخوړ.  
په سپين بولدک کې د سرحدي لوا مشر عبدالرازق په دې اړه وويل :"" چې نوموړۍ کس هغه وخت په ماين والوته چې ددولتي ګزمې موټر ته يې ماين ايښوده ،ماين پخپله پرده والوته او د ابدي سکون په لور يې ستون کړ .
ښاغلي عبدالرزاق زياته کړه:"" له ده سره ريموټ کنټرول ماين و،  مخکې له دينه چې  د ى يې دګزمې موټرو ته کېږدي پخپله پر ده وچاودې ده ،دى له منځه په کې ولاړى.""
 عبدالرازاق نوموړى کس طالب وباله اوده داپيښه په طالبانو پورې وتړله .
 
 
 
 
 
 
  ",په ماين يې نور وژل خو خپله يې ځواني نيمه خوا کړه
175,ولي شا طبيب,"
دولي شا طبيب  ليکنه / کندهار
١٤ / سپټمبر / ٢٠٠٤ ز

د نوی ښوونيز کال پيل او د ښوونځی زده کوونکي
 
د لوی احمدشابابا لېسې نوې جوړه شوې ودانۍ
کندهار مي د بابا په قواله دی 

که بادغيس دی که باميان دی وطن زما دی 
                                                                           ( عبدالباري  جهاني )
 
کندهار ولايت نه يوازي دا چي دافغانستان يو لوی او د ډيرنفوس درلودونکی ولايت دی بلکي د تاريخی پلوه هم د ځانګړي ارزښت او دريځ درلودونکی ولايت دی . اوس يوازی  دښووني او روزني په هکله  دنوموړي  ولايت  اوسنی انځور تاسو  دقدر وړ لوستونکو او ليدونکو ته وړاندی کوم .
تر دوو لسيزو څخه اوږدې جګړې دښووني او روزني  نظام  ډير سخت اغيزمن کړی وو. دتېرو د ريو کا لو راهيسي  چه کوم نسبی سوله او ثبات رامنځ ته سويدی  نود ښووونی او روزنی په برخه کی   هم پرمختګونه سويدی ، څرنګه چه دسنبلې دمياشتي پر ۱۵ ښوونيز کال  دوباره شروع سويدی ، هری خواته  نجوني او هلکان ليدل کيږی چه ښوونځيو ته روان وي  چي په ليدلو سره يې ددې هيواد هر بچی د خوښۍ احساس کوي ، له دې کبله مي  لازمه وګڼل چي د کندهار ولايت د ښووني  او روزني په اړه لنډ مالومات او څو انځورونه خپلو درنو هيوادوالو ته وړاندي کړم :
 
دکندهار په ولايت کي دا وخت دوه درېش ليسې  دهلکانو او نجونو پر مخ فعاله دي .
يو ديرش  ( ٣١ ) منځنۍ ښوونځی فعاله دی .
دوه سوه اته څلوېښت ( ٢٤٨ )  لمړنۍ ښوونځی فعاله دی  .
ټولټال درې زره دوه سوه (  ٣٢٠٠ )  ښوونکي  لوست  ورکوي . چه شپږ (  ۶۰۰ )  تنې ېې ښځينه ښوونکي دي .
ټولټال يو سل او پنځه څلوېښت زره (  ١٤٥٠٠٠)  زده کوونکي په زده کړو بوخت دي  .
دنجونو شمېره يو ويشت زره او پنځه سوه (٢١٥٠٠  ) ده .
هلکانو شمېره يو سل درويشت زره پنځه سوه ( ۱۲۳۵۰۰ ) ده 
تر اوسه پوري  دپنځه پنځوس ( ۵۵) ښوونځيو بيا جوړونه  او رغونه سويده .
تر اوسه پوري  پنځه دېرش (۳۵ )  ښوونځۍ  دبنسټه څخه  بالکل نوي جوړي سويدي .
او د پوهني کلنی جشن په کندهار کي     .
نور ښوونيز او روزنيز حرفوي ښوونځی 
_  ميخانيکي  ښوونځی : 
دنجارۍ ، برېښنا ،خرادۍ ( توږلو ) او فلزکارۍ  برخی لري . درې سوه  ۳۰۰ زده کوونکي په زده کړو بوخت دي .
_  ديني ښوونځی : 
دکندهار په ښارکی يوه عالي  مدرسه سته ، ټولټال څوارلس سوه  ۱۴۰۰ زده کوونکي لري چي پنځه سوه  ۵۰۰ تنې يې نجوني  او  ترڅوارلسم  ۱۴ ټولګی پوري  زده کړه پکښي کوي .  .
 _ دارالحفاظ :
 په دی مدرسه کي  يوازي او يوازي دقران عظيم الشان  حفظ کيږي. تر اوسه پوري ټولټال اته سوه (  ۸۰۰  ) زده کوونکي د قرآن  عظيم الشان په يادولو( حِفظ ) بوخت دي  .
_ د شيرزي کمپيوټر تربيوي پروګرام : 
د کمپيوټر دبېلابېلو کورسونو په دې روزنيز پروګرام کي په سلګونو تنه نرينه او ښځينه زده کوونکي په زده کړو بوخت دي  .
 
د کندهار ولايت د ښووني اوروزني د چارو په بيا جوړلو او پرمختګ کي د کندهار ولايت د پوهني رياست برسېره لاندنيو بهرنيو ادارو هم همکاري کړېده     :
يونسف 
جايکا 
يو اين ډي پي
ډبليو ايف پي 
آ ډي اف
تير فنډ 
پي ار ټي
 
ستونزي  او مشکلات  :
_ د مسلکی  ښوونکو کمښت 
_ د تنخواګانو لږوالی
_ د ښوونکو لپاره د سرپنا ه  نشتوالی
 
 
يادښت  : په پورتنۍ ليکنه کې احصايوي معلومات د پوهني د رياست  څخه تر لاسه شوي دي . 




د ظاهرشاهي لېسې يوه نوې جوړه شوې برخه

د ظاهرشاهي ښوونځی منځنۍ برخه

د صوفي صاحب  ښوونځۍ ( دنجونو لپاره دا ښوونځی نوې جوړه شوېده ، 

د کندهار د پوهني رياست ودانۍ تر بيا جوړوني وروسته 

په کندهار کي د پوهني نړي دنړيوالي ورځي د نماځلو جشن
بېنوا خپرنيزه څانګه له ښاغلي طبيب صاحب څخه مننه کوي چي ددې مالوماتو په راټولولو او تازه عکسونو په ترتيبولوکي يې ځان ستړی کړی دی .
    
د بېنوا ويبپاڼي تکړه خبريال د همدې ولايت د ښوونيز کال د پيل په اړه د يوې جوړي شوي غونډي راپور داسي راکوي :

",په کندهار کي د ښووني او روزني بهيراو د نوي ښوونيز کال پيل
176,,"
دوسلو اومهماتو نوموړي ذخيره دکندهار دپنجوائي په ولسوالي کي دوږي   په درويشتمه نيټه په يوه کور کي پوليسو کشف او تر لاسه کړه . 
دکندهار امنيه قوماندان ډګرجنرال خان محمد مجاهدوويل :داوسلي اومهمات په دي وروستيو کي طالبانو په نوموړي سيمه کي ذخيره کړي وې اوغوښتل ئي دټولټاکنو پرمهال دامنيت دخرابي لپاره تري استفاده وکړي . دمجاهد په ويناپه دي وسلواومهماتو کي دپوليسو لاس ته يو ميل هاوان،يوميل
دهشکه،يوه دوه ميله دستگاه،يوميل دواتيا ملي متري توپ،يوسل اوپنځلس فيره ددواتيا متري توپ مرمي، ديارلس صندقه ددهشکې مرمۍ ،اوولس صندقه د زيکويک مرمۍ ،اته ديرش فيره ددولس ميله دستگاه مرمۍ، نهه فيره دهاون مرمۍ،دوي خلطې باروت،دوې پايې مخابرې،اويوشمير دوړو وسلومرمۍ ورغلي دي .
ده داهم وويل چي تر دې مهاله ددې وسلو اومهماتو سره دلاس درلودلو په تور کوم څوک نه دي نيول شوي ولي پلټنه روانه ده.
دکندهارامنيه قوماندان وائي دازموږ دهغه هلو ځلو په ترڅ کي نيول شوي دي چي موږ دټولټاکنو پر مهال دامنيت دتامين اوساتلو لپاره پيل کړي دي . 
  ",په کندهار کي پوليسو د وسلو ډيپو کشف کړ
177,,"
     

  په کندهار کې دنوي تعليمي کال دپيل غونډه تېره ورځ  ديونېسف له خوا په عينوښوونځی کې جوړه شوې وه . چې دکندهار والي اوورسره دکندهار ډېرى زده کونکواو ښوونکو برخه اخيستې  وه.ـ
په دې غونډه کې په کندهار کې دښوونې اوروزنې رئيس محمد شعيب وفا دتېر درې کلن تعلمي بهير په اړه خبرې وکړې ده زياته کړه :""دتېرو درو کلونو په ترڅ کې په کندهار کې ښوونې اوروزنې زياته پراختيا موندلې ده، ډېرې هغه ستونزې چې درلودې مو له منځه مووړې دي . نوموړي همدا ډول د کندهار په ولايت کي د ښووني او روزني د بهير د پرمختګ په اړه څرګندوني وکړې .""
په نوموړې غونډه کې ديونيسف په کندهار کې ادارې مشر ډاکتر واحدي دنوي تعليم کال دپيل په اړه خوښي وکړه اودکندهار د پوهنې رياست سره يې دخپلو همکاريو يادونه وکړه ده وويل:""موږ تردامهال دپوهنې رياست دليسو اوښوونځيو ښوونکوته تدريسي ميتدود دسطحې دلوړولو لپاره بيلا بيل کورسونه داير کړي دي او ٢٧٠تنو ښوونکوته مسلکي اوروزنيز کورسونه ورکول شوي او ١٤٣زره تنو ته مو قرطاسيه برابره کړې ده 
ډاکتر واحدي دخپلو خپرو په پاي کې دپوهنې رياست سره ژمنه وکړه چې دده په وينا هراز مرستې ته به يې راودانګي.
 وروسته دښځينه ښوونکوپه استازيتوب دعينو دليسې مرستيالې نورجهانې خبرې وکړې دې خپل هيواد دبچيانو دسالمې روزنې لپاره خپل چمتوالى وښود . چې وروسته دکندهار والي يوسف پښتون دښوونځي دزنګ په وهلو نوى تعليمي کال په رسمي بڼه پيل کړ.  ",په کندهارکې دنوي تعليمي کال دپيل غونډه
178,,"
",
179,,"

 ( بي بي سي )
د افغانستان په ختيځ د ننګرهار ولايت چارواکو ويلي دي چې د جلال اباد په ښار کښي د څښاک د اوبو د  دريو زيرمو دجوړولو او د يوي بلي زيرمي د بيا رغوني کار پيل شوي دي. دوي وايي د دغو پروژو په بشپړيدو سره به د ښار شاوخوا دري زره کورنۍ د پاکو اوبو څخه برخه مني شي. د دغو پروژو د لګښت يو ميليون امريکايې ډالره نړيوال بانک او سل زره ډالره په جلال اباد کښي ميشتي دامريکاي ولايتي بيا رغوني ډلي ورکړي دي. دغه پروژي به د جلال اباد د ښار د يوي برخي اړتيا پوره کړي. په داسي حال کښي چې چارواکي واي دڅښاک د اوبو په برخه کښي د ټولو ښاريانو اړتياوي به هغه مهال لري شي چې په ښار کښي دي ته ورته د اوبو څو نوري لويي زيرمي جوړي شي. 
 
 
 
 
 ",په جلال اباد کښي د څښاک د اوبود دريوو زيرمود جوړونې دکار پيل 
180,,"
",
181,,"
                                               
( آزادي ) 
د هغو دريوو امريکايانو دمحاکمي غونډه بيا پيل شوه چې د ترورزم پر ضد دازاد فاليت په ترڅ کښي د يو شخصي زندان په لرلو او په دغه زندان کښي د بنديانوپه زورولو تورن شوي دي. قاضي عبدل باسط ويلي دي چې شايد دا د محکمي وروستي غونډه وي.  د تورنوامريکايانود مدافع وکيل فوګلني سټيټ ويلي دي چې دې له محکمي غواړي چې داتورونه لري کړي. دا په دي خاطر چې د افغانستان قضايي سستم لا تر اوسه د تړيوالو معيارونو سره سم نه دي. په افغانستان کښي امريکا او د ناټو ځواکونو دا خبره منلي چې دوي له دي ډلي سره څه نا څه اړيکي لرلي. خو افغان مقاماتو د ناټو تړون  او متحده ايالاتو دتورنو کسانو دا ادعاوي رد کړي چې دوي د زکر شوو مقاماتو په سلا دي کار ته دوام ورکړي و. دري امريکايانو جان ايډما، ايډورډ کارويلو او برينت د چنګاښ په مياشت کښي نيول شوي وو.
 
د يو بل خبر له مخي محکمي جان ايډما او برينت ته د لسو کالو د بند او ايډورډ کارويلو د اتو کالو د بند جزا اورولې ده. 
 
 
  ", دتورن شوو دريو امريکايانومحاکمه بيا پيل شوه
182,,"
",
183,,"

د ولسمشر حامد كرزي په وړاندې  راولاړ شوي اوولس تنه كانديدان  په خپلو انتخاباتي منډو ترړو په لړ كې  د  انتقالي دولت پر مشر او د راتلونكې ولسمشرۍ لپاره پر  پياوړي كانديد حامد كرزي په اړه له داسې اصطلاحاتو نه كار اخلي چې د نړۍ په يو ګوډ كې يې هم كوم كانديد د خپل مخالف په وړاندې نه اخلي . د حامد كرزي د دولت په وخت كې د وينا ازادي دومره پراخه  سوې ده چې يو كانديد كه د دولت مشر ته كنځلې هم وكړي پوليس او نور امنيتي كسان چوپه خوله ناست وي ،د نړيوالو خبري اورګانونو د خبرونو له مخې  اوسنيو كانديدانو خپل ټول پام د ښاغلي كرزي  په دولت نيوكو ته اړولى دى ،د نړيوالو رسنيو د خبرونو له مخې  په دې وروستيو كې د شمال ټوپكواكي  او د ولسمشرۍ د يو كانديد جنرال دوستم يو نزدي كس  اكبر باى  په پلخمري كې په امريكا يې  قوتونوچې په افغانستان كې دي نيوكې وكړې  او هغوى يې د حامد كرزي په ملاتړ تورن كړل ، اكبر باى په  همدغه غونډه كې وويل چې د ملګرو ملتو دفترونه په افغانستان كې د امريكا جاسوسي مركزونه دي ،او د ملل متحد نه يې په افغانستان كې وغوښتل چې خپل دفترونه وتړي او يا دې د ښاغلي كرزي استعفا واخلي ، وروسته  د جنرال دوستم  بل وياند د اكبر باى خبرې رد كړې . تاسو وګورۍ كه د كرزي په ځاى د شمال يو جنګسالار د انتقالي دورې  مشر وايي هيڅ يو كانديد به هم داسې په خلاصه خوله ويناوې او يا د دولت په وړاندې داسې كږې وږې خبرې نه وايي كړې او ټولو به ځان ساته او په ډيره محتاتانه توګه به يې خبرې كولې . ",د وينا ازادي څومره پراخه سوې ده
184,,"
                          
نن په ګرديز کښي د ولسمشر الوتکي ته نږدې چې د ناستي په حال کښي وه، يو توغندي ولګيد. د ښاغلي کرزي وياند جاويد لودين ويلي دي چې ښاغلي کرزي پکتيا ته سفر کاوه او غوښتل يي د يو ښونځي څخه ليدنه وکړي  چې د ښونځي څخه دوه کلومتره لري  يو توغندي راپريوت. د امريکاي پوځونو يو وياند هم په دي اړه ويلي چې توغندي څو سوه متره لري  په هغه ځاي وتوغول شو چېرته چې ټاکل شوي وه چې د ښاغلي کرزي دسپرلۍ  الوتکه کښيني. په دي پيښه کښي د مرګ ژوبلي راپور نه دي ورکړل شوي. او ښاغلي کرزي بيرته کابل ته ستون شوي دي.
 
 
 
 
  ",د ښاغلي کرزي د الوتکي د کوزيدو ځاي ته نږدې يو توغندي ولګيد
185,,"
                                                                 
(بي بي سي)
دري تنه په پکتيا کښي د توغندي د هغه بريد په تړاو نيول شوي دي چې پرون په ګرديز کښي د ولسمشر ښاغلي حامد کرزي د چورلکې د کوزيدو په مهال تر سره شو. د پکتيا والي اسدالله وويل چې د ځايي خلکو په مرسته يې د ولايت مرکز ته څيرمه دغه دري تنه له هغو وسايلو سره چې د توغندي په توغولو کښي کارول شوي و، نيولي دي. دغه توغندې د ربات له کلي څخه توغول شوي و. نيول شوو کسانو دا منلي چې دغه بريد دوي کړي او په عيني حال کښي طالبانو چې غواړي په افغانستان کښي راتلونکي انتخابات له خنډاوځنډ سره مخامخ کړي،  د دي بريد پړه په غاړه اخيستي. 
 
 
 
 
  ",په پکتيا کښي دتوغندي د بريد په توردري تنه ونيول شول 
186,سعيد زابلی,"
                     غزل
له چافتواواخلو له چاسره غزاوکو 
توره په لاس کې يو حيران څنګه بيناوکو 
قاتل چې راشي زموږ په کلي کې وژنه وکړي
زموږ په وس کې نوي څه مړه ته دعاوکو
دقدرت مخکې موله قام سره وي ډېره مينه 
چې شو واکمن نو ظلم ښه بې انتها وکو
خلک اخترکې په غويو پسې چړې راکاږي
زموږ په کورکې بل څه نوي نو حلواوکو
سعيده نن ورځو خوګوره پام به دې وي
که يار کنځلې کې راسر موږ به دعاوکو ", غزل 
187,سعيد زابلی,"
سعيد  زابلى
 
 
 
تاسره چې وم ولا سړى ومه
ښکلى دچارګل دميان غمى ومه
ته که ښاپېرۍ وې په همزولو کې
زه هم په ولاچي ښاپېرى ومه
 
غزل
انځور به دغمېزې ګوره ياره مخ ته ونيسې
کله که په لاسو کې هنداره مخ ته ونيسې
تاته خوله دواړو جهانونو قدرمنه ده
روپي که وي حلاله که مرداره مخ ته ونيسې
خوب کې خوتل راځې حيران يم چې په ويښه باندې
شنه خوله دلستوڼي زريداره مخ ته ونيسې
ښايي چې داسخت زړګى دې لږ راباندې وسوځي
يو ځلې که زما غزل فګاره مخ ته ونيسې
شيخ سره چې مخ شي که په ميو مستانه يې هم
لو تسپې سعيده ځونډۍ داره مخ ته ونيسې
  ",څلوريزه او غزل 
188,سعيد زابلی ( کندهار ),"
غزل
 
کړم اعتراف چې اږ وډېر هم غنمرنګ نه مني
زړه مې داټول ښکلي مني مګر بدرنګ نه مني
داستا شاعرخو دستار په څېر ده ښکلې ياره
څوک يې له نازه وړي په غيږ کې څوک يې ترنګ نه مني
چې زړه ترې يوسي نو به نور غريب ته څه پاته شي
شيخ ملامت نه ده چې ستا دبينګړو شرنګ نه مني
چې په ښايست کې دې دخو لفظ په شونډو راوړي
جانانه ومنه هغه نشه دبنګ نه مني
داکليوال سعيد خوهم يو عجيبه سړى ده
شونډې يې خوښې خو په شونډوباندې رنګ نه مني
  ",غزل
189,سعيد زابلی ( کندهار ),"
غزل
 
خير په زړګي که هرڅو ستړى يم
وياړم او په مينه کې سرلوړى يم
جام چې دې راوړاندې بياواپس کړلو
شايد ستانظرکې به نيمګړى يم
اې ملکو څه پوښتى له مانه تى
زه هم دوطن دجګړو مړى يم
وه ښکلې په خداى عجيب منترګوره
ستا سترګو له ځانه سره وړى يم
دامې بد بختي ده چې وعده وکړم
هغه شپه سعيده نو خوب وړى يم ",غزل
190,سعيد زابلی ( کندهار ),"
علامه رشاد صاحب ته !
په هغه غونډه کې وارول شوچې ددرانه استاد په وياړ داينې دفتر له خوا په کندهار کې جوړه شې وه
 
اې په پښتني اسمان ځلاند ه لکه لمر ستورې 
      واڅومره سخي څومره لوى کوې هنر ستورې
لاس دسپينو وړانګوزموږ په سرباندې راتېرکانده  
       خداى به موکړي ستوري دالماسواوسره زرستورې 
         ستا په څېر ښايسته ډالۍ جهان ته موورکړې دي
دلته له بولانه له امونه تر خيبرستورې 
تاته پښتنې پيغلې دعاکوي سندروکې 
واي په ټپو کې خداى دې ساته له خطرستورې 
ستاوقدموته سعيد خپل باڼه په لاره ږدي 
  ګوندي خداى يې کاندي په دې چاره بختورستورې
  ",علامه رشاد صاحب ته !
191,ګل اغا احسان ( کندهار ),"
غزل
چه  له وهمه  يي دغره زړګئ خوځيږي
زه بې څه خاوري ، ايرې و  زور ته يووسم
له خپل سيوري نه ډاريږم زمری نه يم 
چه اوبه پر ځای د خاورو اور ته يوسم
چه شرف يې د سترګک پرمېنه ښکارسي
کومي سترګي د حيا و کور ته يووسم
و الله هر ځل يې پت خلګ پايمال کړي-
که هر څو مي زړه د زړوڼو پلور ته يوسم
زما د سيوري مېرڅمن ته دي سلام وي
چه ترې مات ټېک له ميدانه ګور ته يووسم
 ________________________
غزل
زما د عشق په فلسفه کښي د ناروغ منطق رازونه
څاڅکي څاڅکي ړوڼي اوښکي د رنځور پرهار دردونه
هلته شين بڼ چولاوه سي، سره ګلان له تندي ومري
دلته هار او ګرېوان وشلوي د اوښکو سيلابونه
د څک څک اوښکو مين يم د خندا را سره څه دي
پرېږدئ ما او شمعه بَله چه پرې طۍ کړمه مزلونه
پرون راغلمه نن ځمه ، خدای خبرچي سبا چيري
مسافر د ورکي لاري لڅي پښي اخلم ګامونه
دلته ، هلته ليونی شوم ، مګر نه تښتم له ښاره
هسي نه را نه په تنګ سي د بيابان غرونه - رغونه
  ",غزل
192,,"
",
193,,"
",
194,,"

د امريکا پوځ د ارزګان په ولايت کي د يوه ځوان ملکي افغان د وژل کيدلو او يو بل کس د ټپي کيدو له امله بخښنه غوښتي ده ، د امريکايي پوځ وياند سکاټ نيلسن  وويل دغه پېښه د امريکايي ځواکونو او طالب ورپکو تر منځ نښتو کي شويده .  نيلسن د پېښي په اړه د پلټنو ژمنه وکړه ، خونور يې په دې اړه څۀ ونه ويل .
ديادوني وړده چي تيره مياشت هم امريکايي ځواکونو هغه وخت بخښنه وغوښته کله جي دري کسه ددوی لخوا هغه وخت  په يوه موټر کي چي د تلاښۍ يوې پوستې ته نه و دريدلی  او د دوی لخوا په ډزو کي دري کسه وژل شوي وو .
دامريکا پوځ همدا ډول د کنړ په ولايت کي د وږي د نهمي نيټې د بمبارۍ په اړه چي د مشکوکو طالبانو پر سنګرونو يې کړي تحقيقات کوي چي ايا ملکي کسان په کي مړه شوي که څنګه . ",امريکايي پوځ بخښنه غوښتې ده 
195,,"

 
 
 
 
 
 
 
 
 
        زلمی خليلزاد
 
د افغانستان د کورنيو چارو وزير علي احمد جلالي ويلي دي چي د تلي د مياشتي د ولسمشرۍ د ټولټاکنو په وخت به د طالبانو او دولت د مخالفينو حملې زياتي شي . جلالي په کابل کي خبريالانو ته وويل چي وزارت ته يې داسي راپورونه رسيدلي دي چي مخالفين د ټولټاکنو لپاره د بريدونو تياری نيسي . او د افغانستان او پاکستان د پولو په اوږدو کي يې اډې جوړي کړي دي  ، همدا ډول د جمعي  ورځ په د امريکا سفير زلمي خليل زاد وويل چي د ټولټاکنو د رانږدې کېدو سره سم د طالبانو او القاعده د پاتې شونو د بريدونو احتمال ډير دی . ده پر ځينو نورو هيوادونو ږغ وکړ چي په افغانستان کي دي د سوله ساتي ځواک سره خپلي مرستي زياتي کړي . 
  ",د ټولټاکنو پر وخت به بريدونه زيات شي
196,,"
           
په امريکي پوري تړلې د ولايتي بيارغونې پي ار ټي يوه ډله په پام کښي لري چې په هرات کښي د سوزيدلو کسانو د درملني لپاره يو ځانګړي کلينيک پرانيځي. دغه ځواکونه واي چې په دغه کلينيک به يوسلو پنځوس زره امريکاي ډالر ولګوي. په سيمه کښي د بي بي سي خبريال واي د پي ار ټي ډلي د دغه ځانګړي کلينيک د جوړولو پرېکړه په داسي حال کښي کړي چې هره ورځ د هرات روغتون ته دوه يا دري د ځان سوزونو پيښي راځي. خبريال د ډاکټرانو له قوله واي د دغو کسانو ډيرې برخه ښځي جوړوي.
 
 
 
  ",په هرات کښي د سوزيدلو خلکو د درملني کلينيک
197,,"
 
په افغانستان کښي د امنيت او د طالبانو ،القاعدې او دنورو ډ لو د مخ په زياتي غلچکيو بريدونو د ګواښ په هکله ډيره انديښنه موجوده ده. دغه ډلې د اکتوبر د نهمي نيټي په انتخاباتو کښي د خنډ رامنځته کيدلوهڅه کوي. نو ځکه د امريکا د دفاع وزارت  (پنټاګون)  فيصله کړي چې د امريکاي پوځ د دوه اتيايمې  هواي فرقې تازه ځواکونه د يوي قطعي په بڼه کښي افغانستان ته وليږي. د دغي فرقي ځواکونو وړاندي هم په افغانستان کښي  دندي تر سره کړي دي. د پوځي چارواکو د وينا مطابق د اوسوو او يولس سوو تر منځ پوځيان به دغه هيواد ته ليږي. 
 
 
 
 
 
 
  ",د امريکا د دفاع وزارت افغانستان ته نوي ځواکونه ليږي
198,,"
",
